id,prompt_id,essay,grades
513,28,"['O Ministério da Cultura não está nem um pouco preocupado com a preservação do patrimônio público, o incêndio do Museu Histórico Nacional é a grande confirmação deste fato.', 'Entre as 350 mil peças do vasto acervo, restou muito pouco do conhecimento científico existente, vai que entre os manuscritos tivesse uma árvore genealógica explicando o desenvolvimento psicomotor da criança, e que ali alguns professores de escolas públicas que estivessem preocupados com as questões sociais do país, levassem seus alunos e fizessem estes compreenderem a situação educacional do Brasil?', 'Juntos, eles podem compreender que Componentes curriculares como a Educação física e a Artes e Educação são essenciais para a formação das crianças na Educação Infantil (0 a 5 anos e 11 meses), permitindo que os discentes tenham acesso à alfabetização.', 'Descobrir que estes componentes curriculares trabalham as habilidades motoras básicas manipulativas (apanhar, lançar...) e locomotoras (correr, saltar...) que são fundamentais para a estruturação do corpo, pois a criança precisa ter a lateralidade (noção de lado direito e esquerdo, haja vista que, tanto a leitura, como a escrita, quanto o cálculo são realizados da esquerda para direita) estruturada, saber fazer a reversibilidade, ou seja, se colocar no ponto de vista do outro, no caso o caderno, para assim fazer a escrita, a leitura e o cálculo.', 'Contudo isso, os professores e alunos da rede pública devem, de forma organizada, pedir a inclusão destes componentes curriculares na teoria e na prática, permitindo a emancipação de uma classe social que atualmente está sendo vítima de uma ordem social vigente, deixando estes como seres puramente biológicos e não sociais e culturais.']","[160, 120, 80, 120, 120]"
513,28,"['O Ministério da Cultura não está nem um pouco preocupado com a preservação do patrimônio público, o incêndio do Museu Histórico Nacional é a grande confirmação deste fato.', 'Entre as 350 mil peças do vasto acervo, restou muito pouco do conhecimento científico existente, vai que entre os manuscritos tivesse uma árvore genealógica explicando o desenvolvimento psicomotor da criança, e que ali alguns professores de escolas públicas que estivessem preocupados com as questões sociais do país, levassem seus alunos e fizessem estes compreenderem a situação educacional do Brasil?', 'Juntos, eles podem compreender que Componentes curriculares como a Educação física e a Artes e Educação são essenciais para a formação das crianças na Educação Infantil (0 a 5 anos e 11 meses), permitindo que os discentes tenham acesso à alfabetização.', 'Descobrir que estes componentes curriculares trabalham as habilidades motoras básicas manipulativas (apanhar, lançar...) e locomotoras (correr, saltar...) que são fundamentais para a estruturação do corpo, pois a criança precisa ter a lateralidade (noção de lado direito e esquerdo, haja vista que, tanto a leitura, como a escrita, quanto o cálculo são realizados da esquerda para direita) estruturada, saber fazer a reversibilidade, ou seja, se colocar no ponto de vista do outro, no caso o caderno, para assim fazer a escrita, a leitura e o cálculo.', 'Contudo isso, os professores e alunos da rede pública devem, de forma organizada, pedir a inclusão destes componentes curriculares na teoria e na prática, permitindo a emancipação de uma classe social que atualmente está sendo vítima de uma ordem social vigente, deixando estes como seres puramente biológicos e não sociais e culturais.']","[120, 40, 80, 120, 80]"
515,28,"['Quando falamos em cultura cultura, logo pensamos em museus ou teatros, é o que mantém nossa história viva, que fazem lembrar-se da extrema importância de seus acontecimentos pelo país, e país e, quando algo destrói esses monumentos, parte do país se decepciona, por lembrar da alegria que trazia as às pessoas saberem que nossa história estava viva de certo modo. E o motivo é o governo, por investir em outros projetos ao invés de focar na cultura do país.', 'A história do país deveria ser uma das coisas com a qual o governo mais deveria se importar, pelo motivo de sempre deixar as pessoas mais informadas e lembradas, porém isso não existe, eles preferem investir em estádios ao invés de manter histórias de décadas viva. Como o museu nacional Museu Nacional, com seus milhões de visitantes anualmente, e nem isso foi um motivo para o governo dar a atenção necessária, é como se tudo isso fosse uma brincadeira para eles, e acabam deixando de lado algo revolucionário.', 'Agora com o inicio início das reformas do museu, não só do nacional como outros destruídos também por incêndios, o governo deveria pensar em investir nos patrimônios culturais, como os próprios viram como isso abalou os brasileiros, e os mesmos pedem que eles sejam cuidados e preservados, e isso só pode acontecer com a colaboração, principalmente daqueles que estão acima de nós, começando pela parte da valorização e terminando com a ajuda que ela precisa.']","[0, 0, 0, 0, 0]"
515,28,"['Quando falamos em cultura cultura, logo pensamos em museus ou teatros, é o que mantém nossa história viva, que fazem lembrar-se da extrema importância de seus acontecimentos pelo país, e país e, quando algo destrói esses monumentos, parte do país se decepciona, por lembrar da alegria que trazia as às pessoas saberem que nossa história estava viva de certo modo. E o motivo é o governo, por investir em outros projetos ao invés de focar na cultura do país.', 'A história do país deveria ser uma das coisas com a qual o governo mais deveria se importar, pelo motivo de sempre deixar as pessoas mais informadas e lembradas, porém isso não existe, eles preferem investir em estádios ao invés de manter histórias de décadas viva. Como o museu nacional Museu Nacional, com seus milhões de visitantes anualmente, e nem isso foi um motivo para o governo dar a atenção necessária, é como se tudo isso fosse uma brincadeira para eles, e acabam deixando de lado algo revolucionário.', 'Agora com o inicio início das reformas do museu, não só do nacional como outros destruídos também por incêndios, o governo deveria pensar em investir nos patrimônios culturais, como os próprios viram como isso abalou os brasileiros, e os mesmos pedem que eles sejam cuidados e preservados, e isso só pode acontecer com a colaboração, principalmente daqueles que estão acima de nós, começando pela parte da valorização e terminando com a ajuda que ela precisa.']","[120, 120, 120, 120, 120]"
515,28,"['Quando falamos em cultura cultura, logo pensamos em museus ou teatros, é o que mantém nossa história viva, que fazem lembrar-se da extrema importância de seus acontecimentos pelo país, e país e, quando algo destrói esses monumentos, parte do país se decepciona, por lembrar da alegria que trazia as às pessoas saberem que nossa história estava viva de certo modo. E o motivo é o governo, por investir em outros projetos ao invés de focar na cultura do país.', 'A história do país deveria ser uma das coisas com a qual o governo mais deveria se importar, pelo motivo de sempre deixar as pessoas mais informadas e lembradas, porém isso não existe, eles preferem investir em estádios ao invés de manter histórias de décadas viva. Como o museu nacional Museu Nacional, com seus milhões de visitantes anualmente, e nem isso foi um motivo para o governo dar a atenção necessária, é como se tudo isso fosse uma brincadeira para eles, e acabam deixando de lado algo revolucionário.', 'Agora com o inicio início das reformas do museu, não só do nacional como outros destruídos também por incêndios, o governo deveria pensar em investir nos patrimônios culturais, como os próprios viram como isso abalou os brasileiros, e os mesmos pedem que eles sejam cuidados e preservados, e isso só pode acontecer com a colaboração, principalmente daqueles que estão acima de nós, começando pela parte da valorização e terminando com a ajuda que ela precisa.']","[120, 120, 160, 120, 120]"
615,34,"['Sabe-se que, apesar de a Amazônia não ser o pulmão do mundo, ela é fundamental para o controle ambiental do planeta. As decorrentes queimadas e o desmatamento colocam em risco o equilíbrio da floresta e conseguintemente, dos demais biomas.', 'O atual presidente da França levantou, após doações de diversos países a fim de reestruturar a floresta, uma sugestão: tornar seu estatuto internacional. Não só a Amazônia, mas também outros territórios que implicam no funcionamento ambiental, como as zonas glaciais, tornando-as de importância mundial.', 'Devido aos fatos mencionados, nota-se que os países que custearam a manutenção da floresta desejam, além de reconhecimento, regência acerca do bioma. O que é conveniente, afinal, aumentaria a interação entre os países na exploração correta da floresta, além da sua proteção melhor distribuída, tornando-a ""problema"" de todos.', 'No momento, a reestruturação da Amazônia é prioridade e também é de suma importância sua proteção, prevenindo-a de destruições futuras. Além disso, a exploração adequada de seus recursos, contribuindo para a economia e crescimento do Brasil e dos países aliados ao bioma que é patrimônio da humanidade.']","[120, 80, 120, 120, 80]"
615,34,"['Sabe-se que, apesar de a Amazônia não ser o pulmão do mundo, ela é fundamental para o controle ambiental do planeta. As decorrentes queimadas e o desmatamento colocam em risco o equilíbrio da floresta e conseguintemente, dos demais biomas.', 'O atual presidente da França levantou, após doações de diversos países a fim de reestruturar a floresta, uma sugestão: tornar seu estatuto internacional. Não só a Amazônia, mas também outros territórios que implicam no funcionamento ambiental, como as zonas glaciais, tornando-as de importância mundial.', 'Devido aos fatos mencionados, nota-se que os países que custearam a manutenção da floresta desejam, além de reconhecimento, regência acerca do bioma. O que é conveniente, afinal, aumentaria a interação entre os países na exploração correta da floresta, além da sua proteção melhor distribuída, tornando-a ""problema"" de todos.', 'No momento, a reestruturação da Amazônia é prioridade e também é de suma importância sua proteção, prevenindo-a de destruições futuras. Além disso, a exploração adequada de seus recursos, contribuindo para a economia e crescimento do Brasil e dos países aliados ao bioma que é patrimônio da humanidade.']","[160, 120, 120, 120, 80]"
615,34,"['Sabe-se que, apesar de a Amazônia não ser o pulmão do mundo, ela é fundamental para o controle ambiental do planeta. As decorrentes queimadas e o desmatamento colocam em risco o equilíbrio da floresta e conseguintemente, dos demais biomas.', 'O atual presidente da França levantou, após doações de diversos países a fim de reestruturar a floresta, uma sugestão: tornar seu estatuto internacional. Não só a Amazônia, mas também outros territórios que implicam no funcionamento ambiental, como as zonas glaciais, tornando-as de importância mundial.', 'Devido aos fatos mencionados, nota-se que os países que custearam a manutenção da floresta desejam, além de reconhecimento, regência acerca do bioma. O que é conveniente, afinal, aumentaria a interação entre os países na exploração correta da floresta, além da sua proteção melhor distribuída, tornando-a ""problema"" de todos.', 'No momento, a reestruturação da Amazônia é prioridade e também é de suma importância sua proteção, prevenindo-a de destruições futuras. Além disso, a exploração adequada de seus recursos, contribuindo para a economia e crescimento do Brasil e dos países aliados ao bioma que é patrimônio da humanidade.']","[120, 120, 160, 120, 0]"
616,34,"['O controle das queimadas na região amazônica é, sim, um desafio internacional, porém há que se respeitar a soberania do estado brasileiro no que diz respeito ao seu território.', 'Porém lideres políticos do atual governo defendem a ideia de que o Brasil não precisa da intervenção internacional para controlar as queimadas na região amazônica e que esse interesse em intervir, de outros países como a França por exemplo, trata-se de um complô para que o Brasil perca a soberania sobre a região amazônica e consequentemente o seu direito de exploração.', 'Entretanto o fundo amazônico criado para auxiliar as ""ong\'s"" que trabalham com a preservação e combate a queimadas na região amazônica, custeado por alguns países europeus, é a prova cabal de que os recursos internacionais são importantes para o governo brasileiro. Nesse sentido basta observar que a suspenção desse fundo por parte dos países colaboradores, devido a uma reformulação na politica ambiental por parte do atual governo, resultou no aumento no aumento das queimadas, visto que as ""ong\'s"" ficaram sem recursos para auxiliar os órgãos responsáveis. Isso levou o governo a tomar medidas emergências : emissão de decreto presidencial suspendendo as queimadas, ainda que legais, e o envio das forças armadas para auxiliar no combate as queimadas.', 'Portanto fica evidente a necessidade do apoio de outros países na preservação da região amazônica respeitando, sempre, a soberania do estado brasileiro.']","[120, 120, 120, 120, 120]"
616,34,"['O controle das queimadas na região amazônica é, sim, um desafio internacional, porém há que se respeitar a soberania do estado brasileiro no que diz respeito ao seu território.', 'Porém lideres políticos do atual governo defendem a ideia de que o Brasil não precisa da intervenção internacional para controlar as queimadas na região amazônica e que esse interesse em intervir, de outros países como a França por exemplo, trata-se de um complô para que o Brasil perca a soberania sobre a região amazônica e consequentemente o seu direito de exploração.', 'Entretanto o fundo amazônico criado para auxiliar as ""ong\'s"" que trabalham com a preservação e combate a queimadas na região amazônica, custeado por alguns países europeus, é a prova cabal de que os recursos internacionais são importantes para o governo brasileiro. Nesse sentido basta observar que a suspenção desse fundo por parte dos países colaboradores, devido a uma reformulação na politica ambiental por parte do atual governo, resultou no aumento no aumento das queimadas, visto que as ""ong\'s"" ficaram sem recursos para auxiliar os órgãos responsáveis. Isso levou o governo a tomar medidas emergências : emissão de decreto presidencial suspendendo as queimadas, ainda que legais, e o envio das forças armadas para auxiliar no combate as queimadas.', 'Portanto fica evidente a necessidade do apoio de outros países na preservação da região amazônica respeitando, sempre, a soberania do estado brasileiro.']","[120, 120, 160, 160, 80]"
616,34,"['O controle das queimadas na região amazônica é, sim, um desafio internacional, porém há que se respeitar a soberania do estado brasileiro no que diz respeito ao seu território.', 'Porém lideres políticos do atual governo defendem a ideia de que o Brasil não precisa da intervenção internacional para controlar as queimadas na região amazônica e que esse interesse em intervir, de outros países como a França por exemplo, trata-se de um complô para que o Brasil perca a soberania sobre a região amazônica e consequentemente o seu direito de exploração.', 'Entretanto o fundo amazônico criado para auxiliar as ""ong\'s"" que trabalham com a preservação e combate a queimadas na região amazônica, custeado por alguns países europeus, é a prova cabal de que os recursos internacionais são importantes para o governo brasileiro. Nesse sentido basta observar que a suspenção desse fundo por parte dos países colaboradores, devido a uma reformulação na politica ambiental por parte do atual governo, resultou no aumento no aumento das queimadas, visto que as ""ong\'s"" ficaram sem recursos para auxiliar os órgãos responsáveis. Isso levou o governo a tomar medidas emergências : emissão de decreto presidencial suspendendo as queimadas, ainda que legais, e o envio das forças armadas para auxiliar no combate as queimadas.', 'Portanto fica evidente a necessidade do apoio de outros países na preservação da região amazônica respeitando, sempre, a soberania do estado brasileiro.']","[120, 120, 160, 160, 40]"
617,34,"['Desde o periodo pré-colonial com a chegada dos portugueses (1500) o desmatamento tem se tornado constante, danificando o ecossistema. Muita das árvores que crescem no Brasil, cada uma com sua peculiaridade, foi ou é utilizada para o consumo econômico dos que o fazem, extraindo borracha, tinta ou algo que possa render capital para si.', 'Queimas ou desmatamento na Amazônia é algo que sempre ocorreu, considerando um evento natural que pode ser agravado pelo homem. Só que, em 2019 houve um aumento que supera todos os outros anos que o mesmo o tinha ocorrido, procupando não só o Brasil, mas também os outros países.', 'O problema da Amazônia é algo que o proprietário desse imenso terrêno deve se preocupar. Mas, se o dono não consegue resolver, por ser algo que ira prejudicar não só uma área mas sim o mundo todo, ai passa há ser um desafio internacional, já que todo o globo pode passar por mudanças indesejáveis.', 'Baseado nos fatos abordados acima, podemos observar que o Brasil sofre mudanças negativas em suas florestas há mais de cinco séculos e que se algo não for feito, provavelmente esses anos ira estender. Se o governo aumentase a segurança via aérea e terrestre, pode ser que fosse controlada e até mesmo diminuida gradativamente as ações do homem. Com isso evitando a morte da Amazônia, o aquecimento global e as mudanças climaticas.']","[80, 80, 80, 80, 80]"
617,34,"['Desde o periodo pré-colonial com a chegada dos portugueses (1500) o desmatamento tem se tornado constante, danificando o ecossistema. Muita das árvores que crescem no Brasil, cada uma com sua peculiaridade, foi ou é utilizada para o consumo econômico dos que o fazem, extraindo borracha, tinta ou algo que possa render capital para si.', 'Queimas ou desmatamento na Amazônia é algo que sempre ocorreu, considerando um evento natural que pode ser agravado pelo homem. Só que, em 2019 houve um aumento que supera todos os outros anos que o mesmo o tinha ocorrido, procupando não só o Brasil, mas também os outros países.', 'O problema da Amazônia é algo que o proprietário desse imenso terrêno deve se preocupar. Mas, se o dono não consegue resolver, por ser algo que ira prejudicar não só uma área mas sim o mundo todo, ai passa há ser um desafio internacional, já que todo o globo pode passar por mudanças indesejáveis.', 'Baseado nos fatos abordados acima, podemos observar que o Brasil sofre mudanças negativas em suas florestas há mais de cinco séculos e que se algo não for feito, provavelmente esses anos ira estender. Se o governo aumentase a segurança via aérea e terrestre, pode ser que fosse controlada e até mesmo diminuida gradativamente as ações do homem. Com isso evitando a morte da Amazônia, o aquecimento global e as mudanças climaticas.']","[120, 40, 40, 120, 40]"
617,34,"['Desde o periodo pré-colonial com a chegada dos portugueses (1500) o desmatamento tem se tornado constante, danificando o ecossistema. Muita das árvores que crescem no Brasil, cada uma com sua peculiaridade, foi ou é utilizada para o consumo econômico dos que o fazem, extraindo borracha, tinta ou algo que possa render capital para si.', 'Queimas ou desmatamento na Amazônia é algo que sempre ocorreu, considerando um evento natural que pode ser agravado pelo homem. Só que, em 2019 houve um aumento que supera todos os outros anos que o mesmo o tinha ocorrido, procupando não só o Brasil, mas também os outros países.', 'O problema da Amazônia é algo que o proprietário desse imenso terrêno deve se preocupar. Mas, se o dono não consegue resolver, por ser algo que ira prejudicar não só uma área mas sim o mundo todo, ai passa há ser um desafio internacional, já que todo o globo pode passar por mudanças indesejáveis.', 'Baseado nos fatos abordados acima, podemos observar que o Brasil sofre mudanças negativas em suas florestas há mais de cinco séculos e que se algo não for feito, provavelmente esses anos ira estender. Se o governo aumentase a segurança via aérea e terrestre, pode ser que fosse controlada e até mesmo diminuida gradativamente as ações do homem. Com isso evitando a morte da Amazônia, o aquecimento global e as mudanças climaticas.']","[120, 120, 80, 120, 80]"
